H,e,a,q,i,om,w,ma,ad,n,per,moid,albedo
16.79,0.0434,2.763,2.643,4.96,146.63,25.45,206.14,2.88,0.2146,1680,1.65,0.143488558
16.7,0.1013,3.168,2.847,8.36,260.49,110.83,291.95,3.49,0.1748,2060,1.86,0.158153116
17.5,0.13,3.087,2.685,12.32,114.15,246.08,82.95,3.49,0.1818,1980,1.71,0.127502733
16.96,0.1549,2.47,2.087,5.42,60,175.23,132.76,2.85,0.2539,1420,1.08,0.132670993
14.6,0.0772,5.17,4.771,7.26,238.27,95.89,326.78,5.57,0.08383,4290,3.77,0.133919663
19.2,0.1397,2.317,1.994,2.43,351.78,176.2,184.31,2.64,0.2794,1290,1,0.13024349
18.4,0.182,2.36,1.931,3.15,102.19,198.86,29.68,2.79,0.2718,1320,0.917,0.152008867
19.1,0.1623,2.384,1.997,3.85,16.27,210.85,166.25,2.77,0.2678,1340,0.99,0.133976177
18.9,0.2328,2.355,1.807,4.83,56.21,277.87,107.83,2.9,0.2727,1320,0.805,0.147326928
15.15,0.056,2.773,2.618,2.1,10.12,55.81,73.04,2.93,0.2135,1690,1.63,0.136632419
17.42,0.1738,2.211,1.827,5.53,312.15,68.79,243.31,2.6,0.2997,1200,0.838,0.139613711
16.47,0.0401,2.737,2.627,12.04,338.35,171.32,142.6,2.85,0.2177,1650,1.64,0.149582009
17.36,0.0965,2.437,2.202,4.21,318.47,280.29,353.56,2.67,0.2591,1390,1.19,0.148580105
16.86,0.0927,3.116,2.827,11.09,161.43,247.24,219.38,3.41,0.1792,2010,1.86,0.131116022
17.22,0.1953,2.675,2.153,3.18,5.9,3,315.4,3.2,0.2252,1600,1.15,0.132341378
17.85,0.154,2.777,2.349,8.96,132.62,33.35,115.49,3.2,0.213,1690,1.36,0.144356792
17.5,0.1846,2.633,2.147,5.27,136.89,312.27,332.95,3.12,0.2307,1560,1.17,0.127898507
19.17,0.1287,2.159,1.881,3.33,247.7,56.01,36.85,2.44,0.3107,1160,0.869,0.142915475
19.08,0.1069,1.914,1.709,22.93,75.95,302.38,316.11,2.12,0.3722,967,0.777,0.142836956
15.7,0.0378,2.706,2.604,5.13,314.53,51.22,5.44,2.81,0.2214,1630,1.6,0.141784061
17.72,0.1081,2.298,2.05,6.27,231.55,27.06,86.07,2.55,0.2829,1270,1.04,0.151906203
18.37,0.1854,2.413,1.966,2.41,79.91,234.93,59.54,2.86,0.2629,1370,0.954,0.125964497
16.13,0.2261,3.163,2.448,13.43,133.51,126.65,20.92,3.88,0.1752,2050,1.46,0.145855454
17.47,0.0749,2.755,2.549,5.28,130.49,277.71,216.27,2.96,0.2155,1670,1.57,0.146047416
14.3,0.0542,5.165,4.885,10.59,339.53,292.79,13.04,5.45,0.08396,4290,3.89,0.147574053
16.76,0.2197,3.169,2.473,27.18,119.05,271.38,325,3.87,0.1747,2060,1.65,0.148947147
14.81,0.0725,2.994,2.777,5.64,248.45,305.56,152.18,3.21,0.1902,1890,1.78,0.148153087
18.35,0.2016,2.593,2.07,13.14,183.09,47.06,135.01,3.12,0.2361,1520,1.09,0.124522815
18.29,0.0572,2.366,2.23,8.36,114.94,80.21,86.05,2.5,0.2708,1330,1.25,0.134575863
16.69,0.1448,3.153,2.697,9.99,44.97,350.99,18.94,3.61,0.176,2050,1.7,0.155796133
18.5,0.235,2.568,1.964,5.62,156.94,41.52,250.18,3.17,0.2395,1500,0.968,0.135718904
16.96,0.1805,2.286,1.873,6.93,81.11,206.91,356.38,2.7,0.2852,1260,0.861,0.135131765
17.57,0.2893,2.642,1.878,4.33,134.89,294.84,194.81,3.41,0.2295,1570,0.897,0.12645254
13.99,0.1531,2.886,2.444,0.67,27.27,37.35,113.29,3.33,0.2011,1790,1.46,0.144734823
17.83,0.1552,2.579,2.179,2.1,26.48,336.54,172.02,2.98,0.238,1510,1.18,0.149842224
17.1,0.2349,3.055,2.337,15.18,241.75,87.89,5.1,3.77,0.1846,1950,1.39,0.151406049
20.3,0.2547,1.866,1.391,15.54,331.3,75.28,283.77,2.34,0.3866,931,0.488,0.128404409
17.4,0.1865,2.364,1.924,4.71,259.33,185.09,189.14,2.81,0.2711,1330,0.94,0.132153199
17.92,0.0773,1.893,1.746,18.12,249.48,272.48,282.11,2.04,0.3785,951,0.827,0.139170532
18.3,0.1378,2.184,1.883,8.27,6.58,46.85,190.24,2.48,0.3054,1180,0.904,0.138631417
17.16,0.0439,3.106,2.97,10.86,85.73,203.33,49.57,3.24,0.1801,2000,1.96,0.146815331
15.33,0.0907,2.994,2.723,10.28,314.15,141.79,14.51,3.27,0.1902,1890,1.75,0.137357203
17.05,0.2098,2.995,2.367,10.38,290.26,77.83,255.92,3.62,0.1901,1890,1.39,0.140416441
16.45,0.0723,3.152,2.924,8.43,221.54,217.79,176.54,3.38,0.1762,2040,1.94,0.140670869
17.7,0.2501,2.665,1.999,12.71,292.53,351.49,152.59,3.33,0.2265,1590,0.984,0.150969002
18,0.1694,2.571,2.135,16.76,7.03,308.12,258.46,3.01,0.2391,1510,1.16,0.159501641
17.99,0.1579,2.191,1.845,8.42,56.01,352.49,290.09,2.54,0.3039,1180,0.856,0.123595447
19.7,0.1628,2.371,1.985,3.54,82.88,51.12,324.08,2.76,0.2699,1330,1,0.14928104
17.29,0.1359,2.582,2.231,9.21,147.78,112.47,117.29,2.93,0.2375,1520,1.24,0.144584973
13.5,0.079,5.231,4.817,29.87,40.64,290.13,316.74,5.64,0.08239,4370,3.93,0.154090954
19.1,0.2898,2.588,1.838,3.96,262.14,156.19,102.23,3.34,0.2367,1520,1.25,0.155420689
19.07,0.15,2.401,2.041,2.24,357.13,237.96,38.66,2.76,0.265,1360,1.03,0.150500036
18.6,0.2067,2.433,1.931,1.8,321.55,47.27,314.08,2.94,0.2596,1390,0.931,0.125039003
19.1,0.2428,2.345,1.775,5.42,184.38,196.49,263.8,2.91,0.2745,1310,0.779,0.140848285
17.3,0.1065,2.769,2.474,3.28,222.66,114.29,191.76,3.06,0.2139,1680,1.47,0.157057505
20.31,0.5089,2.654,1.304,4.93,42.31,4.87,14.6,4,0.2279,1580,0.314,0.125495843
16.5,0.0981,3.103,2.799,6.57,254.68,99.67,230.42,3.41,0.1803,2000,1.8,0.147476073
16.89,0.1385,2.907,2.504,2.24,258.57,25.36,12.23,3.31,0.1989,1810,1.49,0.143147062
17.4,0.0564,1.973,1.862,17.51,334.72,287.04,83.22,2.08,0.3557,1010,0.899,0.12902184
18.53,0.2154,2.206,1.731,2.82,283.07,41.19,149.93,2.68,0.3008,1200,0.721,0.148973818
17.8,0.1649,2.432,2.031,12.2,86.27,69.24,340.34,2.83,0.2598,1390,1.08,0.131317969
16.26,0.1594,2.46,2.068,2.56,18.74,40.61,331.83,2.85,0.2554,1410,1.08,0.143660082
18.5,0.283,2.176,1.56,8.77,334.52,350.91,284.11,2.79,0.307,1170,0.55,0.151022349
17.07,0.0472,2.647,2.522,22.13,162.38,269.78,187.85,2.77,0.2288,1570,1.61,0.135146116
18.07,0.0516,2.708,2.568,2.95,86.61,4.49,215.72,2.85,0.2212,1630,1.58,0.142804546
17.34,0.2197,2.641,2.061,3.16,66.51,322.22,266.44,3.22,0.2296,1570,1.07,0.147306213
19.38,0.1782,2.362,1.941,1.85,34.82,10.12,335.46,2.78,0.2716,1330,0.95,0.129916691
18.93,0.2137,2.696,2.12,2.97,81.87,196.23,69.1,3.27,0.2226,1620,1.1,0.123149171
15.27,0.1202,2.737,2.408,24.78,264.87,199.24,149.61,3.07,0.2177,1650,1.43,0.149608096
18.3,0.2766,2.61,1.888,13.09,120.16,176.75,182.26,3.33,0.2337,1540,0.873,0.147117208
15.37,0.0783,3.003,2.768,10.9,145.36,141.57,177.83,3.24,0.1894,1900,1.76,0.138070372
17.7,0.0913,2.665,2.422,2.49,178.43,243.81,175.33,2.91,0.2265,1590,1.44,0.135187014
16.23,0.0458,2.737,2.612,2.01,25.95,98.77,335.68,2.86,0.2177,1650,1.63,0.147296838
17.1,0.1954,2.94,2.366,5.31,309.31,314.24,239.4,3.51,0.1955,1840,1.35,0.118395234
17.8,0.2246,2.278,1.766,24.49,51.12,304.92,184.37,2.79,0.2867,1260,0.849,0.13217835
16.5,0.0298,3.058,2.967,10.37,254.86,80.53,233.37,3.15,0.1843,1950,1.98,0.141013913
16.2,0.0433,2.662,2.547,13.78,214.15,4.4,326.77,2.78,0.2269,1590,1.54,0.115739372
17.57,0.2104,2.27,1.792,5.13,1.8,261.76,30.26,2.75,0.2883,1250,0.787,0.130532696
16.99,0.1122,2.7,2.398,12.2,77.13,35.19,310.01,3,0.2221,1620,1.42,0.146352991
19.7,0.1246,2.271,1.988,6.01,46.45,23.59,332.91,2.55,0.288,1250,1,0.120284915
18.4,0.152,2.446,2.074,1.85,285.12,188.62,329.38,2.82,0.2577,1400,1.09,0.139034084
17.32,0.2103,2.295,1.812,4.95,126.73,115.6,149.46,2.78,0.2835,1270,0.807,0.14070346
16.11,0.1131,3.162,2.805,4.18,346.39,83.79,41.69,3.52,0.1753,2050,1.82,0.143198633
15.01,0.0185,3.08,3.023,15.56,358.95,332.15,310.62,3.14,0.1823,1970,2.02,0.129230777
17.8,0.1306,2.771,2.409,14.56,196.31,141.13,200.74,3.13,0.2136,1690,1.42,0.136742103
18.94,0.2168,2.314,1.812,5.77,236.41,94.75,346.4,2.82,0.28,1290,0.814,0.140275746
15.15,0.0151,2.808,2.765,5.21,337.57,320.3,203.01,2.85,0.2095,1720,1.75,0.154125468
17.89,0.1215,2.662,2.338,12.63,215.58,285.36,100.51,2.99,0.227,1590,1.39,0.149170574
17,0.0797,2.932,2.699,13.01,94.6,265.65,330.65,3.17,0.1963,1830,1.73,0.15076831
17.02,0.1037,2.567,2.3,13.18,210.16,180.93,202.16,2.83,0.2397,1500,1.31,0.133471051
17,0.1269,2.927,2.556,10.62,217,102.37,133.42,3.3,0.1968,1830,1.57,0.12658339
16.59,0.1814,2.748,2.25,13.9,214.51,2.62,117.09,3.25,0.2163,1660,1.24,0.152483183
18.58,0.1934,2.37,1.912,0.9,309.01,73.92,142.73,2.83,0.2702,1330,0.915,0.138442143
17.81,0.2515,2.284,1.71,0.88,318.9,28.23,187.94,2.86,0.2855,1260,0.704,0.140996414
14.8,0.3121,6.438,4.429,20.13,339.93,191.69,206.38,8.45,0.06034,5970,3.44,0.137644011
18.8,0.1306,2.249,1.955,2.04,318.51,324.88,225.29,2.54,0.2922,1230,0.941,0.124950001
17.23,0.1326,2.73,2.368,6.38,105.17,176.39,239.39,3.09,0.2185,1650,1.35,0.133831866
17.54,0.1389,2.427,2.09,6.74,143.97,233.28,7.94,2.76,0.2607,1380,1.1,0.153617819
18.2,0.3142,2.633,1.806,14.8,203.17,163.66,236.19,3.46,0.2307,1560,0.811,0.129813397
16.92,0.0728,3.027,2.806,11.35,128.34,39.01,115.46,3.25,0.1872,1920,1.83,0.144805633
17.45,0.0969,2.694,2.433,5.86,145.34,128.64,29.09,2.96,0.2229,1620,1.42,0.135117298
19.6,0.1578,2.23,1.878,1.96,133.7,200.69,107.13,2.58,0.2961,1220,0.869,0.149172923
15.45,0.2448,3.221,2.432,25.6,3.46,259.75,347.19,4.01,0.1705,2110,1.57,0.154904849
16.83,0.2485,2.626,1.973,13.91,29.5,335.65,16.64,3.28,0.2317,1550,0.982,0.149771539
18.5,0.1589,2.248,1.891,7.5,93.79,138.13,329.97,2.61,0.2924,1230,0.888,0.130588054
19.2,0.121,2.317,2.037,2.81,133.71,225.19,214.16,2.6,0.2794,1290,1.03,0.144796763
16.81,0.1955,2.608,2.098,5.18,130.42,183.84,90.76,3.12,0.234,1540,1.09,0.149602149
16.62,0.0395,2.86,2.747,3.21,108.09,328.85,63.31,2.97,0.2038,1770,1.76,0.133987135
16.57,0.1158,2.403,2.125,3.72,92.81,89.49,162.35,2.68,0.2646,1360,1.13,0.135490609
22.8,0.1771,1.306,1.075,19.95,219.15,35.18,155.36,1.54,0.66,545,0.0949,0.146683335
18.4,0.2301,2.905,2.237,7.7,61.31,351.29,146.17,3.57,0.1991,1810,1.25,0.147452345
17.71,0.0731,2.677,2.481,3.73,305.74,47.33,245.18,2.87,0.2251,1600,1.48,0.141161829
17.6,0.0194,2.77,2.716,5.82,99.88,28.01,91.91,2.82,0.2138,1680,1.73,0.117466634
18.2,0.136,2.691,2.325,3.9,57.5,297.84,101.45,3.06,0.2233,1610,1.32,0.144973229
18.62,0.2995,2.627,1.84,4.95,285.47,72.29,264.25,3.41,0.2315,1550,0.844,0.132001332
16.6,0.2251,3.125,2.421,10.97,14.04,114.76,29.69,3.83,0.1784,2020,1.46,0.137514171
15.48,0.1467,3.137,2.677,4.29,336.49,56.42,315.61,3.6,0.1774,2030,1.69,0.140406547
17.52,0.0833,2.792,2.56,4.42,155.8,279.4,163.12,3.02,0.2112,1700,1.58,0.12255665
17.1,0.1883,3.092,2.51,9.81,207.54,98.06,320.15,3.67,0.1813,1990,1.52,0.150470805
18.62,0.1643,2.304,1.926,5.22,177.55,57.66,344.79,2.68,0.2818,1280,0.922,0.147788562
16.71,0.2442,2.565,1.938,13.19,19.29,56.32,229.61,3.19,0.24,1500,0.985,0.146396598
17.6,0.1924,2.754,2.224,9.16,90.54,212.47,356.59,3.28,0.2157,1670,1.22,0.13672219
18.1,0.1657,2.53,2.111,8.13,2.82,335.49,163.32,2.95,0.2449,1470,1.11,0.137233311
17.09,0.1027,2.513,2.255,9.16,46.05,3.35,15.6,2.77,0.2474,1460,1.27,0.136752613
18.61,0.1554,2.572,2.172,8.84,329.94,328.51,49.71,2.97,0.239,1510,1.16,0.137300799
16.76,0.1197,3.057,2.691,6.62,46.54,251.68,75.77,3.42,0.1844,1950,1.69,0.141444579
16.3,0.2361,3.175,2.425,13.16,272.94,292.16,283.5,3.92,0.1742,2070,1.46,0.131812452
16.53,0.1358,2.899,2.505,5.47,217.09,190.37,314.23,3.29,0.1997,1800,1.52,0.134567503
17.3,0.177,3.151,2.593,19.82,204.48,169.85,332.46,3.71,0.1762,2040,1.6,0.126416369
16.89,0.107,3.129,2.795,8.63,221.57,194.37,276.76,3.46,0.178,2020,1.81,0.12298991
18.31,0.233,2.569,1.971,10.34,150.6,280.8,209.11,3.17,0.2394,1500,1.02,0.144770932
17.35,0.2226,2.591,2.015,5.51,88.55,21.74,355.18,3.17,0.2363,1520,1.03,0.154166661
18,0.0922,2.525,2.292,0.73,26.37,147.63,316.76,2.76,0.2457,1470,1.3,0.153615169
19,0.2677,2.602,1.906,3.8,292.53,48.84,213.37,3.3,0.2348,1530,0.901,0.143450538
17.05,0.0467,2.73,2.602,6.48,13.24,22.19,36.13,2.86,0.2185,1650,1.61,0.168695172
18.8,0.0779,1.934,1.783,22.38,37.88,356.73,208.91,2.08,0.3665,982,0.791,0.134564584
16.3,0.0341,3.078,2.973,9.74,302.36,207.39,351.6,3.18,0.1826,1970,1.99,0.132332591
18.8,0.189,2.367,1.92,2.79,49.84,315.37,61.43,2.81,0.2706,1330,0.92,0.164560699
19.1,0.1486,2.426,2.066,2.52,92.35,19.5,334.72,2.79,0.2608,1380,1.08,0.150887341
19.1,0.0933,2.253,2.043,2.58,75.87,57.08,13.39,2.46,0.2914,1240,1.06,0.164262594
17.95,0.1979,3.112,2.496,16.81,337.53,41.96,11.85,3.73,0.1795,2010,1.52,0.126007698
19.2,0.0733,2.18,2.02,5.66,186.67,205.15,178.74,2.34,0.3062,1180,1.03,0.140296201
16.8,0.0318,3.065,2.968,9.81,201.5,330.25,153.62,3.16,0.1837,1960,1.97,0.126386559
19.27,0.1051,1.88,1.682,20.95,206.7,289.93,295.51,2.08,0.3825,941,0.76,0.13839185
16.13,0.1605,3.248,2.726,4.54,126.24,10.2,218.88,3.77,0.1684,2140,1.74,0.128168975
18.68,0.1697,2.334,1.938,3.87,92.09,210.42,88.74,2.73,0.2765,1300,0.925,0.15171555
18.6,0.1049,2.751,2.462,3.35,358.31,336.76,11.09,3.04,0.2161,1670,1.45,0.12870819
16.57,0.1064,3.096,2.767,3.98,346.78,288.11,49.76,3.43,0.1809,1990,1.75,0.144972688
13.42,0.1236,2.704,2.37,13.41,25.04,207.8,61.51,3.04,0.2216,1620,1.37,0.136122501
16.41,0.0242,2.705,2.639,1.89,36.31,123.78,70.35,2.77,0.2216,1620,1.65,0.130051687
17.79,0.0574,2.743,2.586,0.64,97.54,330.24,352.17,2.9,0.2169,1660,1.6,0.136537141
17.51,0.1256,2.362,2.065,7.82,127.18,221.06,59.36,2.66,0.2716,1330,1.06,0.150401981
15.67,0.2826,2.805,2.012,8.52,219.82,179.1,17.32,3.6,0.2098,1720,1.02,0.133234998
18.3,0.1793,2.44,2.003,9.53,142.71,339.4,353.33,2.88,0.2586,1390,1.02,0.126263534
17.62,0.1629,2.605,2.181,4.33,201.98,43.94,151.79,3.03,0.2344,1540,1.17,0.158685585
17.49,0.078,2.97,2.738,9.7,274.54,77.17,270.77,3.2,0.1926,1870,1.75,0.135653252
17.94,0.1781,2.618,2.152,3.8,78.4,220.11,79.37,3.08,0.2327,1550,1.14,0.139449417
17.1,0.2313,2.696,2.073,15.84,10.29,295.26,186.9,3.32,0.2226,1620,1.11,0.148540602
17.97,0.2642,2.39,1.759,22.62,166.78,138.9,83.8,3.02,0.2667,1350,0.793,0.152137491
18.3,0.1691,2.319,1.927,5.03,313.99,137.61,329.67,2.71,0.2791,1290,0.947,0.148960493
17.2,0.0415,3.13,3,10.97,196.5,204.29,123.33,3.26,0.178,2020,2.01,0.136352968
19,0.4528,1.685,0.922,36.48,137.77,354.51,278.6,2.45,0.4506,799,0.0628,0.145325407
18.7,0.1801,2.456,2.014,5.8,63.03,221.95,343.36,2.9,0.2561,1410,1,0.143118754
14.82,0.1467,3.088,2.635,6.68,60.62,309.2,329.48,3.54,0.1816,1980,1.64,0.134087343
24.5,0.6143,0.8763,0.338,4.55,17.69,241.09,73.67,1.41,1.201,300,0.0246,0.140105664
16.11,0.043,2.582,2.471,15.31,46.75,50.33,33.88,2.69,0.2375,1520,1.51,0.151127328
17.7,0.2096,2.665,2.106,10.67,319.96,49.2,79.57,3.22,0.2266,1590,1.12,0.137782407
17.3,0.0717,2.283,2.119,7.53,88.99,8.16,165.69,2.45,0.2858,1260,1.14,0.111303589
17.11,0.1006,3.431,3.086,11.8,69.03,195.52,11.35,3.78,0.1551,2320,2.07,0.140496614
17.7,0.1976,2.465,1.978,0.8,225.08,98.12,325.95,2.95,0.2547,1410,0.967,0.155595248
17.5,0.108,2.77,2.471,2.43,256.08,152.05,204.2,3.07,0.2138,1680,1.48,0.13388454
18.2,0.0892,2.627,2.392,5.04,346.17,1.79,129.71,2.86,0.2315,1550,1.39,0.14944373
16.02,0.0564,2.889,2.726,6.26,165.53,145.73,340.3,3.05,0.2007,1790,1.72,0.148864455
18.5,0.1916,2.618,2.116,4.36,257.28,132.24,88.5,3.12,0.2327,1550,1.13,0.14241532
17.78,0.3007,2.722,1.903,1.19,186.03,228.61,124.59,3.54,0.2195,1640,0.915,0.139855634
16.87,0.053,2.378,2.252,8.05,102.57,107.23,348.76,2.5,0.2688,1340,1.26,0.144586539
17.18,0.0229,1.897,1.854,19.84,256.81,69.87,210.7,1.94,0.3772,954,0.864,0.161091363
17.3,0.0382,3.059,2.943,8.42,20.36,123.53,108.63,3.18,0.1842,1950,1.96,0.134521221
17.73,0.1097,2.287,2.036,4.98,116.34,69.96,308.31,2.54,0.2849,1260,1.05,0.126603227
19.09,0.2051,2.443,1.942,1.76,197.75,121.63,338.21,2.94,0.2581,1390,0.931,0.137175044
16.93,0.0996,2.471,2.225,6.53,191.68,327.77,260.05,2.72,0.2537,1420,1.24,0.141197636
17.16,0.0755,2.462,2.276,9.97,327.38,359.85,254.55,2.65,0.2552,1410,1.27,0.148289263
15.91,0.2039,3.07,2.444,11.03,235.55,145.27,176.75,3.7,0.1832,1960,1.46,0.130040794
16.7,0.0603,3.42,3.214,10.9,133.26,179.35,163.04,3.63,0.1558,2310,2.2,0.132212316
17.6,0.1726,2.599,2.151,12.71,327.94,313.8,168.98,3.05,0.2352,1530,1.16,0.140829705
18.8,0.2242,2.341,1.816,10.66,58.87,146.02,286.44,2.87,0.2751,1310,0.822,0.150117074
19.5,0.1278,2.321,2.025,1.47,23.41,107.58,349.53,2.62,0.2786,1290,1.04,0.146033568
16.3,0.1435,3.194,2.735,8.21,177.51,220.48,219.23,3.65,0.1727,2080,1.75,0.142942894
19.9,0.3573,2.541,1.633,11.42,6.15,349.79,285.84,3.45,0.2433,1480,0.631,0.135875922
17.6,0.0973,2.706,2.443,4.18,321.17,172.28,75.09,2.97,0.2214,1630,1.46,0.139175003
17.24,0.1971,2.215,1.778,5.38,323.61,337.92,289.19,2.65,0.2991,1200,0.765,0.131875125
17.4,0.0525,2.799,2.652,5.15,57.53,6.53,73.5,2.95,0.2104,1710,1.67,0.127006484
18.1,0.105,1.963,1.757,18.32,311.64,61.83,123.91,2.17,0.3583,1000,0.803,0.141608538
18,0.1564,2.265,1.911,6.7,67.16,120.5,331.68,2.62,0.2891,1250,0.922,0.125364788
18.92,0.3236,2.316,1.566,6.88,13.87,284.38,21.58,3.07,0.2797,1290,0.571,0.142948147
19.5,0.1087,1.949,1.737,22.92,195.28,233.13,233.27,2.16,0.3623,994,0.791,0.127960136
15.93,0.1332,3.098,2.685,2.55,111.1,20.62,157.9,3.51,0.1807,1990,1.7,0.151220872
17.56,0.0265,2.758,2.685,3.85,78.82,46.02,159.93,2.83,0.2152,1670,1.7,0.140089782
17.8,0.2271,3.138,2.426,2.09,91.14,286.25,216.2,3.85,0.1773,2030,1.43,0.144477485
16.61,0.1613,3.168,2.657,5.33,21.37,0.24,288.29,3.68,0.1748,2060,1.66,0.135434242
17.2,0.2191,2.603,2.033,4.8,9.42,42.77,81.62,3.17,0.2347,1530,1.05,0.129286473
15.86,0.1171,2.344,2.07,4.76,331.44,296.2,277.99,2.62,0.2746,1310,1.06,0.150015086
17.23,0.1788,2.249,1.846,5.04,44.33,325.7,87.61,2.65,0.2923,1230,0.849,0.129082427
18.37,0.1381,2.534,2.184,2.07,90.36,314.18,256.15,2.88,0.2444,1470,1.19,0.148859839
14.91,0.0782,3.029,2.792,9.75,35.14,306.55,10.65,3.27,0.187,1930,1.8,0.138489468
16.81,0.1184,2.255,1.988,6.39,1.55,11.26,116.18,2.52,0.291,1240,0.989,0.133147462
18.55,0.1535,2.172,1.839,4.02,60.13,282.37,137.14,2.51,0.3079,1170,0.837,0.120639649
17.33,0.247,2.598,1.956,7,87.67,343.26,62.39,3.24,0.2354,1530,0.972,0.137089043
16.7,0.069,3.07,2.858,6.84,265.92,234.4,25.65,3.28,0.1833,1960,1.88,0.132127042
17.35,0.1105,2.625,2.335,11.57,128.68,229.99,271.43,2.92,0.2317,1550,1.35,0.138201988
18.27,0.1329,2.58,2.237,13.49,135.83,226.78,236.92,2.92,0.2378,1510,1.25,0.129317887
15.19,0.1621,2.611,2.188,12.54,104.18,338.04,91.09,3.03,0.2336,1540,1.21,0.135637956
17.77,0.0851,2.587,2.367,4.72,110.47,324.17,240.68,2.81,0.2368,1520,1.38,0.132860863
18.7,0.059,2.609,2.455,10.66,213.21,120.16,68.84,2.76,0.2339,1540,1.47,0.128751872
16.95,0.2034,2.572,2.049,1.77,111.9,297.06,306.88,3.09,0.239,1510,1.06,0.139741396
17.3,0.1508,2.599,2.207,11.07,140.71,290.94,319.94,2.99,0.2353,1530,1.25,0.117435686
8.3,0.1217,42.28,37.131,8.4,43.76,223.19,314.95,47.42,0.003585,100000,36.1,0.136233408
16.81,0.103,2.671,2.396,7.39,92.57,290.97,205.56,2.95,0.2258,1590,1.41,0.148813895
18.4,0.2988,2.645,1.855,10.4,318.31,95.01,88.58,3.44,0.2291,1570,0.9,0.153312217
18.6,0.1584,2.395,2.016,2.78,144.57,275.63,58.18,2.77,0.2659,1350,1.03,0.147234864
16.49,0.0292,1.954,1.897,21.75,205.33,311.71,247.61,2.01,0.3609,997,0.911,0.147808569
14.71,0.1626,2.67,2.236,14.91,79.3,163.11,151.57,3.1,0.2259,1590,1.23,0.146212169
17.25,0.2087,3.15,2.493,1.79,34.37,320.42,22.44,3.81,0.1763,2040,1.49,0.148280421
16.28,0.0929,3.019,2.739,10.19,254.18,160.29,3.41,3.3,0.1879,1920,1.75,0.123194743
16.39,0.2094,2.549,2.015,13.8,18.32,174.13,92.1,3.08,0.2422,1490,1.02,0.144745915
17.9,0.108,1.96,1.748,24.02,136.25,250.21,41.91,2.17,0.3593,1000,0.824,0.155999713
16.56,0.0673,3.261,3.041,3.88,221.47,150.63,313.02,3.48,0.1674,2150,2.04,0.160268981
17.25,0.2175,2.344,1.834,5.21,73.68,349.79,123.06,2.85,0.2747,1310,0.848,0.14494321
19.29,0.163,2.317,1.94,4.51,98.89,7.26,318.11,2.7,0.2794,1290,0.957,0.140391442
14.74,0.1244,2.872,2.514,11.62,97.13,221.91,224.49,3.23,0.2025,1780,1.51,0.132516748
16.9,0.05,3.025,2.874,10.94,132.69,118.87,100.46,3.18,0.1873,1920,1.88,0.147329922
16.3,0.256,3.206,2.385,24.25,230.54,267.7,253.7,4.03,0.1717,2100,1.54,0.131548794
16.91,0.0861,3.234,2.956,15.01,55.11,190.93,22.64,3.51,0.1695,2120,1.95,0.148848381
17.41,0.0387,2.745,2.638,6.53,147.59,188.46,311.09,2.85,0.2168,1660,1.63,0.159642352
16.15,0.0967,2.775,2.507,7.87,50.56,322.41,213.5,3.04,0.2132,1690,1.51,0.143724332
14.73,0.1107,3.068,2.729,8.59,65.88,176.88,247,3.41,0.1834,1960,1.72,0.14883081
17.98,0.0537,2.567,2.429,10.42,168.75,134.95,46.26,2.7,0.2397,1500,1.43,0.144559654
16.2,0.1113,2.174,1.932,4.11,326.87,271.15,301.7,2.42,0.3075,1170,0.926,0.130986896
17.65,0.1638,2.3,1.923,6.9,309.33,34.09,282.09,2.68,0.2825,1270,0.92,0.123312642
15.79,0.0966,2.133,1.927,2.27,29.59,294.66,311.81,2.34,0.3163,1140,0.917,0.128986428
18.44,0.2166,2.723,2.133,5.94,249.98,128.6,251.84,3.31,0.2193,1640,1.14,0.133827965
17.4,0.1356,2.96,2.559,4.42,229.02,44.49,115.11,3.36,0.1935,1860,1.55,0.133798047
17.3,0.1157,2.916,2.578,1.59,158.79,170.9,94.97,3.25,0.198,1820,1.57,0.136193892
18.1,0.1333,2.457,2.13,1.8,52.37,208.67,310.09,2.78,0.2559,1410,1.12,0.12386618
16.8,0.2542,3.036,2.264,12.08,258.08,109.33,255.46,3.81,0.1863,1930,1.3,0.139207795
17.8,0.1511,2.639,2.241,3.95,84.19,260.66,113.94,3.04,0.2299,1570,1.24,0.135888267
18.6,0.1195,2.336,2.057,1.11,173.47,17.7,123.4,2.62,0.276,1300,1.06,0.123821651
18.28,0.1815,2.333,1.91,4.58,181.1,279.05,8.88,2.76,0.2765,1300,0.933,0.13349043
17.48,0.2348,2.341,1.791,5.15,109.73,166.32,1.37,2.89,0.2752,1310,0.776,0.134240559
17.19,0.1029,2.237,2.007,1.01,137.89,153.41,165.07,2.47,0.2946,1220,0.992,0.133010778
18.81,0.0636,1.933,1.81,22.58,179.58,330.96,336.56,2.06,0.3668,981,0.826,0.135694803
14.26,0.1312,5.288,4.594,17.24,49.28,39.05,306.07,5.98,0.08106,4440,3.63,0.14530286
16.87,0.0625,3.138,2.941,9.88,219.05,94.82,107.31,3.33,0.1773,2030,1.95,0.156962146
19,0.2224,2.25,1.749,4.05,180.32,295.65,15.84,2.75,0.2921,1230,0.77,0.137881712
17.8,0.2221,3.173,2.468,29.51,244.4,3.26,34.94,3.88,0.1744,2060,1.46,0.155231356
